1985 1 28.575
1985 2 32.942
1985 3 17.726
1985 4 23.888
1985 5 26.496
1985 6 3.724
1985 7 11.004
1985 8 5.136
1985 9 5.388
1985 10 0.572
1985 11 0.103
1985 12 0.08
1985 13 0
1986 1 124.26
1986 2 111.848
1986 3 56.704
1986 4 15.099
1986 5 16.485
1986 6 12.434
1986 7 0.892
1986 8 3.062
1986 9 1.22
1986 10 2.109
1986 11 0.074
1986 12 0.044
1986 13 0.046
1987 1 23.144
1987 2 329.992
1987 3 141.902
1987 4 43.321
1987 5 8.957
1987 6 8.037
1987 7 4.72
1987 8 0.37
1987 9 0.593
1987 10 0.418
1987 11 0.671
1987 12 0.019
1987 13 0
1988 1 15.732
1988 2 46.142
1988 3 182.259
1988 4 86.779
1988 5 23.148
1988 6 1.495
1988 7 2.189
1988 8 1.954
1988 9 0.163
1988 10 0.243
1988 11 0.018
1988 12 0.311
1988 13 0.011
1989 1 10.484
1989 2 21.911
1989 3 40.355
1989 4 147.443
1989 5 44.812
1989 6 13.275
1989 7 0.783
1989 8 0.879
1989 9 0.449
1989 10 0.3
1989 11 0.127
1989 12 0
1989 13 0.045
1990 1 72.401
1990 2 31.17
1990 3 26.62
1990 4 39.264
1990 5 91.654
1990 6 31.171
1990 7 3.399
1990 8 0.891
1990 9 0.202
1990 10 0
1990 11 0
1990 12 0
1990 13 0.014
1991 1 89.422
1991 2 144.581
1991 3 44.742
1991 4 17.869
1991 5 20.507
1991 6 32.63
1991 7 7.556
1991 8 0.218
1991 9 0.078
1991 10 0.138
1991 11 0
1991 12 0.039
1991 13 0
1992 1 18.338
1992 2 209.604
1992 3 142.976
1992 4 34.36
1992 5 17.333
1992 6 13.307
1992 7 16.221
1992 8 2.27
1992 9 0.119
1992 10 0.007
1992 11 0
1992 12 0
1992 13 0
1993 1 28.982
1993 2 38.349
1993 3 260.775
1993 4 90.61
1993 5 11.129
1993 6 3.749
1993 7 1.492
1993 8 4.484
1993 9 0.824
1993 10 0
1993 11 0
1993 12 0
1993 13 0
1994 1 59.314
1994 2 62.235
1994 3 39.417
1994 4 151.828
1994 5 41.57
1994 6 5.554
1994 7 2.717
1994 8 1.213
1994 9 3.573
1994 10 0.258
1994 11 0
1994 12 0
1994 13 0
1995 1 37.657
1995 2 82.03
1995 3 51.491
1995 4 20.769
1995 5 68.456
1995 6 7.093
1995 7 1.066
1995 8 0
1995 9 0.313
1995 10 0
1995 11 0
1995 12 0
1995 13 0
1996 1 96.043
1996 2 71.077
1996 3 119.894
1996 4 35.767
1996 5 18.907
1996 6 41.364
1996 7 5.871
1996 8 0.628
1996 9 0.01
1996 10 0.138
1996 11 0
1996 12 0
1996 13 0.129
1997 1 8.637
1997 2 123.936
1997 3 50.662
1997 4 52.476
1997 5 10.959
1997 6 7.128
1997 7 10.759
1997 8 1.386
1997 9 0.046
1997 10 0.023
1997 11 0.053
1997 12 0.068
1997 13 0
1998 1 22.943
1998 2 18.632
1998 3 110.949
1998 4 28.16
1998 5 23.22
1998 6 4.932
1998 7 3.43
1998 8 4.736
1998 9 0.315
1998 10 0
1998 11 0
1998 12 0
1998 13 0
1999 1 81.048
1999 2 86.172
1999 3 24.993
1999 4 99.569
1999 5 13.394
1999 6 9.84
1999 7 1.56
1999 8 1.871
1999 9 1.043
1999 10 0.091
1999 11 0
1999 12 0
1999 13 0
2000 1 61.023
2000 2 88.972
2000 3 43.21
2000 4 8.31
2000 5 25.115
2000 6 3.076
2000 7 1.597
2000 8 0.425
2000 9 0.178
2000 10 0.464
2000 11 0.029
2000 12 0
2000 13 0
2001 1 81.677
2001 2 152.426
2001 3 115.467
2001 4 21.515
2001 5 3.98
2001 6 10.488
2001 7 0.87
2001 8 0.495
2001 9 0
2001 10 0.117
2001 11 0
2001 12 0
2001 13 0
2002 1 20.178
2002 2 303.588
2002 3 201.158
2002 4 110.796
2002 5 22.887
2002 6 3.3
2002 7 7.419
2002 8 0.392
2002 9 0.338
2002 10 0.029
2002 11 0.087
2002 12 0
2002 13 0
2003 1 112.023
2003 2 102.61
2003 3 281.386
2003 4 248.277
2003 5 113.835
2003 6 17.457
2003 7 2.619
2003 8 4.667
2003 9 0.415
2003 10 0.865
2003 11 0.083
2003 12 0
2003 13 0.126
2004 1 327.761
2004 2 290.418
2004 3 70.478
2004 4 208.872
2004 5 110.711
2004 6 34.864
2004 7 6.216
2004 8 1.353
2004 9 0.598
2004 10 0
2004 11 0.16
2004 12 0.101
2004 13 0
2005 1 54.827
2005 2 696.286
2005 3 290.88
2005 4 44.657
2005 5 156.682
2005 6 58.724
2005 7 15.478
2005 8 3.13
2005 9 0.324
2005 10 0.203
2005 11 0.012
2005 12 0
2005 13 0
2006 1 38.729
2006 2 77.757
2006 3 577.128
2006 4 182.402
2006 5 19.575
2006 6 62.962
2006 7 16.475
2006 8 6.668
2006 9 0.722
2006 10 0.286
2006 11 0
2006 12 0
2006 13 0
2007 1 35.891
2007 2 63.41
2007 3 91.77
2007 4 435.838
2007 5 86.037
2007 6 7.541
2007 7 21.38
2007 8 4.547
2007 9 1.861
2007 10 0.043
2007 11 0
2007 12 0
2007 13 0
2008 1 88.825
2008 2 65.201
2008 3 73.828
2008 4 73.634
2008 5 222.247
2008 6 29.253
2008 7 3.599
2008 8 7.01
2008 9 1.762
2008 10 0.261
2008 11 0
2008 12 0.006
2008 13 0
2009 1 11.016
2009 2 105.699
2009 3 52.44
2009 4 39.978
2009 5 41.061
2009 6 102.901
2009 7 12.533
2009 8 1.85
2009 9 2.795
2009 10 0.298
2009 11 0.226
2009 12 0
2009 13 0
2010 1 16.492
2010 2 27.417
2010 3 140.054
2010 4 30.317
2010 5 18.515
2010 6 20.723
2010 7 31.743
2010 8 2.701
2010 9 0.383
2010 10 0.556
2010 11 0.147
2010 12 0.076
2010 13 0
2011 1 8.427
2011 2 26.024
2011 3 23.499
2011 4 78.086
2011 5 13.394
2011 6 5.835
2011 7 9.561
2011 8 14.242
2011 9 1.229
2011 10 0.254
2011 11 0.217
2011 12 0.067
2011 13 0
2012 1 12.009
2012 2 13.983
2012 3 32.281
2012 4 28.317
2012 5 60.113
2012 6 5.282
2012 7 2.967
2012 8 5.703
2012 9 6.979
2012 10 0.817
2012 11 0.277
2012 12 0.109
2012 13 0.107
2013 1 13.378
2013 2 23.074
2013 3 21.862
2013 4 23.664
2013 5 23.471
2013 6 42.631
2013 7 5.062
2013 8 2.545
2013 9 3.833
2013 10 4.594
2013 11 0.638
2013 12 0.296
2013 13 0.032
2014 1 14.328
2014 2 24.73
2014 3 29.546
2014 4 17.388
2014 5 16.23
2014 6 14.422
2014 7 16.325
2014 8 1.327
2014 9 0.965
2014 10 1.476
2014 11 1.448
2014 12 0.194
2014 13 0.027
2015 1 59.116
2015 2 19.117
2015 3 25.709
2015 4 34.048
2015 5 13.04
2015 6 11.655
2015 7 10.223
2015 8 10.149
2015 9 1.171
2015 10 0.519
2015 11 1.065
2015 12 0.903
2015 13 0
2016 1 29.504
2016 2 123.42
2016 3 23.794
2016 4 21.484
2016 5 21.94
2016 6 7.179
2016 7 7.12
2016 8 4.886
2016 9 4.077
2016 10 0.923
2016 11 0.496
2016 12 0.518
2016 13 0.538
2017 1 27.159
2017 2 66.004
2017 3 142.143
2017 4 22.664
2017 5 20.269
2017 6 22.29
2017 7 6.603
2017 8 4.96
2017 9 3.359
2017 10 1.834
2017 11 0.267
2017 12 0.229
2017 13 0.229
2018 1 61.837
2018 2 72.756
2018 3 72.695
2018 4 116.651
2018 5 13.002
2018 6 11.346
2018 7 9.518
2018 8 3.065
2018 9 2.819
2018 10 0.995
2018 11 0.914
2018 12 0.247
2018 13 0.212
2019 1 7.074
2019 2 85.034
2019 3 47.072
2019 4 40.624
2019 5 66.64
2019 6 4.021
2019 7 3.838
2019 8 2.838
2019 9 1.394
2019 10 0.585
2019 11 0.214
2019 12 0.229
2019 13 0.196
2020 1 109.248
2020 2 15.592
2020 3 102.591
2020 4 35.257
2020 5 27.056
2020 6 42.384
2020 7 2.64
2020 8 1.841
2020 9 1.881
2020 10 0.632
2020 11 1.114
2020 12 0.406
2020 13 0.415
2021 1 125.03
2021 2 245.271
2021 3 27.611
2021 4 101.262
2021 5 24.203
2021 6 16.004
2021 7 19.858
2021 8 1.115
2021 9 0.818
2021 10 1.799
2021 11 0.47
2021 12 0.425
2021 13 0
