# year age cno cwt swt mat ssbwt
1982	4	2901.0734048366803	1468.9808993294164	910.0000000000002	0.5390000000000001	910.0000000000002
1982	5	11020.307260022702	1656.5486461093576	1409.0000000000002	0.7220000000000001	1409.0000000000002
1982	6	14414.467599991603	2302.512605453453	1968.0000000000005	0.8210000000000001	1968.0000000000005
1982	7	2092.1107261813104	2951.7450625896467	2496.0000000000005	0.8680000000000002	2496.0000000000005
1982	8	999.9271182601433	3351.5475949296006	3077.0000000000005	0.9040000000000002	3077.0000000000005
1982	9	766.4749680790372	3839.556803039234	3300.0000000000005	0.9630000000000003	3300.0000000000005
1982	10	197.96122270501604	4000.565223080472	4000.000000000001	1.0000000000000002	4000.000000000001
1982	11	23.610536814922003	5549.160148789115	5741.000000000001	1.0000000000000002	5741.000000000001
1982	12	3.7101169732216106	5548.454078413329	6171.000000000001	1.0000000000000002	6171.000000000001
1982	13	0	4000	4000	1	4000
1982	14	1.1257329693767602	6626.8111977744375	5213.000000000001	1.0000000000000002	5213.000000000001
1983	1	-1	-1	37	0	37
1983	2	0	600	185	0.08	185
1983	3	1171.23208356406	955.5353248243242	481.0000000000001	0.3010000000000001	481.0000000000001
1983	4	1529.0320957119002	1506.3794459654353	910.0000000000002	0.5390000000000001	910.0000000000002
1983	5	4739.848976280541	1924.067319693108	1409.0000000000002	0.7220000000000001	1409.0000000000002
1983	6	10240.785127492401	2358.1459310027453	1968.0000000000005	0.8210000000000001	1968.0000000000005
1983	7	8830.98005046028	2822.0598485320784	2496.0000000000005	0.8680000000000002	2496.0000000000005
1983	8	722.8377228238681	3400.6329033080856	3077.0000000000005	0.9040000000000002	3077.0000000000005
1983	9	204.53110523637204	4193.463621373271	3300.0000000000005	0.9630000000000003	3300.0000000000005
1983	10	194.97156541542805	4302.729139038944	4000.000000000001	1.0000000000000002	4000.000000000001
1983	11	18.0293017144015	4833.625667625805	5741.000000000001	1.0000000000000002	5741.000000000001
1983	12	0	4000	6171	1	6171
1983	13	1.8028461205835302	7815.202225249916	4000.000000000001	1.0000000000000002	4000.000000000001
1983	14	0	4000	5213	1	5213
1984	1	-1	-1	37	0	37
1984	2	33.59573108082581	1102.2855670898432	185.00000000000003	0.08000000000000002	185.00000000000003
1984	3	982.6417101952593	927.1593071844131	481.0000000000001	0.3010000000000001	481.0000000000001
1984	4	5346.483332313821	1432.0307664910292	910.0000000000002	0.5390000000000001	910.0000000000002
1984	5	1549.2114710729402	1938.9629667013403	1409.0000000000002	0.7220000000000001	1409.0000000000002
1984	6	4880.490039992951	2394.233246230717	1968.0000000000005	0.8210000000000001	1968.0000000000005
1984	7	3707.2536787372806	3087.42893443809	2496.0000000000005	0.8680000000000002	2496.0000000000005
1984	8	4246.164434410641	2861.7456405559756	3077.0000000000005	0.9040000000000002	3077.0000000000005
1984	9	260.32138439429707	3851.079268199049	3300.0000000000005	0.9630000000000003	3300.0000000000005
1984	10	62.59104309247131	3639.8129047206417	4000.000000000001	1.0000000000000002	4000.000000000001
1984	11	20.704632507625604	3807.0180670517007	5741.000000000001	1.0000000000000002	5741.000000000001
1984	12	6.616665994072451	5471.332549953934	6171.000000000001	1.0000000000000002	6171.000000000001
1984	13	0	4000	4000	1	4000
1984	14	0	4000	5213	1	5213
1985	1	-1	-1	35.52664664525561	0	35.52664664525561
1985	2	717.8198712501571	938.8616451520381	242.34226779293505	0.022949712550929004	242.34226779293505
1985	3	1331.1093372428202	1160.4862462830292	580.2093956712512	0.16231060581328405	580.2093956712512
1985	4	5852.377892562961	1686.4938469218175	1184.8880927466985	0.5552482401525047	1184.8880927466985
1985	5	8578.10889449249	2073.2836768575985	1675.9240101629084	0.5891204183026967	1675.9240101629084
1985	6	1189.7230292440702	2601.4793019159483	2380.154352824816	0.7324339842910107	2380.154352824816
1985	7	1953.5001381148204	3003.8101920559297	2804.572115398461	0.7754420502682112	2804.572115398461
1985	8	2003.7531795196503	3116.8503105460054	3246.4339734026594	0.945484015338584	3246.4339734026594
1985	9	1468.7636453789603	3629.909686557294	3355.835411709048	0.93922324157961	3355.835411709048
1985	10	104.30736312988803	3995.1910122770687	3817.7966538260894	0.9872986440060318	3817.7966538260894
1985	11	13.299372332778903	4531.390019437417	4079.960307412604	1.0000000000000002	4079.960307412604
1985	12	12.127357806342602	5156.492106729398	4204.870957515277	0.9760181278200603	4204.870957515277
1985	13	0	4000	4000	1	4000
1985	14	0	4000	5213	1	5213
1986	1	-1	-1	35.139800827084706	0	35.139800827084706
1986	2	50.49779433234811	1089.6527081042634	238.67760847095104	0.016718519519089006	238.67760847095104
1986	3	3152.1558571022406	1237.9642460154964	677.2952236497351	0.18297546690926064	677.2952236497351
1986	4	4731.669503092111	1767.6607104091763	1172.8374447030935	0.4010890268798116	1172.8374447030935
1986	5	5057.832432589541	2404.1970454242846	2000.1535512078133	0.6576775908958067	2000.1535512078133
1986	6	5377.421456416141	2726.845489471808	2424.9257697663925	0.8249687768580429	2424.9257697663925
1986	7	501.9606343821921	3487.7647249665206	3299.972118758768	0.8825455344343874	3299.972118758768
