#year	age	cno	cwt	swt	mat	ssbwt
2014	5	14884	2521	1713	0.069	2549
2014	6	13277	3517	2641	0.238	3316
2014	7	8430	4676	3992	0.615	4459
2014	8	4931	6158	6138	0.893	6390
2014	9	2816	7486	8025	0.967	8178
2014	10	1395	8586	8586	0.956	8586
2014	11	964	8967	8967	1	8967
2014	12	376	10518	10518	1	10518
2014	13	127	10286	10286	1	10286
2014	14	107	12354	12354	1	12354
2015	1	-1	-1	13	-1	-1
2015	2	-1	-1	150	-1	-1
2015	3	5230	1196	417	0.003	704
2015	4	13345	1645	897	0.007	1043
2015	5	10371	2666	2062	0.11	3320
2015	6	13886	3600	3029	0.353	3836
2015	7	9406	4643	4405	0.636	4895
2015	8	5612	5920	6058	0.907	6218
2015	9	2441	7583	8606	0.978	8677
2015	10	1561	8600	8600	0.988	8600
2015	11	950	9687	9687	1	9687
2015	12	407	11205	11205	1	11205
2015	13	125	11330	11330	1	11330
2015	14	37	10360	10360	1	10360
2016	1	-1	-1	10	-1	-1
2016	2	-1	-1	119	-1	-1
2016	3	2869	1098	478	0.001	972
2016	4	10888	1789	1007	0.009	2247
2016	5	12114	2510	1583	0.025	3042
2016	6	10411	3803	3164	0.289	4213
2016	7	13091	4619	4000	0.543	4614
2016	8	7349	5945	5510	0.731	6000
2016	9	3228	7161	7192	0.941	7351
2016	10	1624	8486	8486	0.986	8486
2016	11	864	10111	10111	1	10111
2016	12	542	10701	10701	1	10701
2016	13	188	11362	11362	1	11362
2016	14	57	13899	13899	1	13899
2017	1	-1	-1	14	-1	-1
2017	2	-1	-1	91	-1	-1
2017	3	5352	1014	418	0.005	1773
2017	4	7981	1770	1223	0.008	2582
2017	5	13403	2516	1938	0.089	3513
2017	6	13635	3421	2726	0.262	3936
2017	7	7627	4790	5160	0.765	5698
2017	8	7525	5963	6445	0.906	6716
2017	9	3894	7126	7570	0.979	7636
2017	10	2034	8486	8486	0.987	8486
2017	11	751	9509	9509	1	9509
2017	12	504	11095	11095	1	11095
2017	13	265	11575	11575	1	11575
2017	14	146	12800	12800	1	12800
2018	1	-1	-1	20	-1	-1
2018	2	-1	-1	133	-1	-1
2018	3	5137	1183	383	0.002	1029
2018	4	13449	1795	974	0.013	2372
2018	5	8783	2802	2141	0.147	3230
2018	6	14741	3757	3167	0.434	3862
2018	7	11666	4564	3978	0.605	4574
2018	8	7072	6072	6540	0.935	6671
2018	9	4213	7029	7593	0.953	7711
2018	10	1890	8699	8699	1	8699
2018	11	805	9445	9445	1	9445
2018	12	454	10072	10072	1	10072
2018	13	152	10269	10269	1	10269
2018	14	96	11638	11638	1	11638
