#year	age	ind
1998	0	15.720899
1999	0	17.996206
2000	0	12.743674
2001	0	22.164525
2002	0	23.618634
2003	0	13.230785
2004	0	24.607411
2005	0	38.156211
2006	0	37.598707
2007	0	20.352249
2008	0	18.292615
2009	0	15.170405
2010	0	27.764032
2011	0	36.979005
2012	0	24.20564
2013	0	23.257095
2014	0	25.778066
2015	0	23.169671
2016	0	-1
